dwr_id,dau,Barren Land (Rock/Sand/Clay),Cultivated Crops,Deciduous Forest,Developed High Intensity,"Developed, Low Intensity","Developed, Medium Intensity","Developed, Open Space",Emergent Herbaceous Wetlands,Evergreen Forest,Grassland/Herbaceous,Mixed Forest,Open Water,Pasture/Hay,Perennial Ice/Snow,Shrub/Scrub,Woody Wetlands
213_95,075,0.15,,,,0.06,0.01,0.20,,,0.25,,0.02,,,0.30,
213_95,no data,0.00,,,,,,,0.00,,,,1.00,,,0.00,
213_96,075,,,,,1.00,,,,,,,,,,,
213_96,no data,,,,,0.00,0.00,,,,,,1.00,,,,
213_97,075,,,,,0.67,,0.33,,,,,,,,,
213_97,no data,,,,,0.00,,0.00,,,,,1.00,,,,
213_98,075,0.00,,,,0.12,0.02,0.14,,,0.48,,,,,0.25,
213_98,no data,0.00,,,,0.00,,,,,0.00,,1.00,,,0.00,
213_99,075,,0.01,,,0.17,0.03,0.16,,0.01,0.46,0.00,,,,0.16,
213_99,no data,,,,,0.00,0.00,0.00,,,0.00,,0.99,,,0.00,
2_13,no data,0.01,,,0.00,0.00,,,0.00,,0.00,0.00,0.99,0.00,,0.00,0.00
21_40,003,0.00,,0.01,,,,0.06,,0.41,0.01,0.05,,,,0.46,
2_14,014,0.00,,0.09,,,,0.04,0.00,0.37,0.09,0.31,,0.01,,0.09,
21_41,003,0.04,0.00,0.00,,0.00,,0.05,,0.12,0.09,0.02,0.01,,,0.68,0.00
214_102,075,0.21,,,,0.14,0.03,0.27,0.01,,0.07,,0.13,,,0.14,
214_102,no data,,,,,,0.00,,0.02,,,,0.98,,,,
214_103,075,0.01,,,0.00,0.20,0.24,0.16,0.01,0.03,0.30,0.00,0.02,,,0.03,0.00
214_103,no data,0.01,,,,,,,0.00,,0.00,,0.99,,,0.00,
214_104,075,,0.00,,0.01,0.27,0.33,0.25,0.01,0.00,0.09,,0.02,0.01,,0.00,0.01
214_104,no data,,,,,0.00,0.00,,0.03,,,,0.97,,,,
214_105,075,0.00,0.05,,0.00,0.32,0.21,0.21,0.00,0.01,0.09,0.01,0.00,0.01,,0.08,0.00
214_105,no data,0.00,,,,0.00,0.00,0.00,,,,,0.99,,,,
214_106,075,,0.00,,0.00,0.12,0.03,0.58,,0.07,0.04,0.05,0.01,0.00,,0.11,0.00
214_106,no data,,,,0.00,0.00,0.01,0.00,,,,,0.99,,,,
214_107,075,0.00,,,0.01,0.40,0.28,0.21,,0.03,0.02,0.02,0.00,,,0.05,
214_107,no data,,,,,,0.05,,,,,,0.95,,,,
214_108,075,0.00,,,0.01,0.22,0.43,0.27,,0.02,0.01,0.01,0.01,,,0.01,0.00
214_108,no data,0.02,,,,0.01,0.02,0.01,,,,,0.93,,,0.00,
214_109,075,,0.00,,,0.19,0.04,0.57,,0.06,0.06,0.02,0.00,,,0.03,0.04
214_109,no data,0.00,,,,0.01,0.00,0.00,,,,,0.99,,,,
214_110,075,,0.01,,,0.16,0.04,0.26,,0.08,0.12,0.07,0.00,0.06,,0.19,0.01
214_110,no data,0.00,,,,0.01,0.01,0.00,,,0.00,,0.97,,,,
214_111,075,0.00,0.03,,0.00,0.16,0.15,0.11,0.04,0.11,0.09,0.11,0.00,0.04,,0.17,0.01
214_111,no data,0.00,,,,0.02,0.02,0.00,,,,,0.96,,,,
214_112,075,0.00,0.13,,0.00,0.11,0.07,0.06,,0.14,0.06,0.18,0.00,,,0.25,0.00
214_113,075,,0.04,,,0.00,0.00,0.03,,0.27,0.06,0.33,,,,0.28,0.00
214_114,075,,,,,,,0.04,,0.21,0.01,0.36,,,,0.38,
214_114,081,,0.02,,,,,0.01,,0.19,0.00,0.28,,,,0.50,
214_115,081,,0.01,,,,,0.06,0.00,0.13,0.05,0.25,0.08,0.01,,0.42,0.00
214_116,081,0.01,0.04,,,0.05,0.00,0.14,0.00,0.10,0.08,0.10,0.15,0.08,,0.24,0.00
214_117,081,0.00,0.06,,0.00,0.11,0.02,0.27,0.00,0.15,0.11,0.08,0.00,0.01,,0.19,0.00
214_118,081,0.00,0.00,,,,,0.08,,0.19,0.08,0.11,,,,0.53,
214_119,081,0.00,0.02,,,,,0.03,,0.34,0.13,0.06,0.00,,,0.42,
214_120,081,0.00,,,,,,0.06,,0.35,0.10,0.04,,,,0.45,
214_121,081,0.00,0.01,,,,,0.07,,0.15,0.13,0.04,,0.01,,0.59,0.00
214_122,081,0.00,0.10,,0.00,0.00,0.00,0.06,,0.02,0.20,0.03,,0.01,,0.59,0.00
214_123,081,,0.03,,,,,0.04,,0.02,0.26,0.03,,0.00,,0.62,0.00
214_124,081,0.00,0.24,0.00,,0.00,0.00,0.09,,0.01,0.17,0.04,,0.00,,0.44,
214_125,081,0.01,0.27,,0.01,0.12,0.11,0.19,,0.02,0.08,0.04,,0.00,,0.15,
214_126,081,0.00,0.05,0.00,0.01,0.03,0.04,0.12,,0.03,0.34,0.01,,0.02,,0.35,0.00
214_127,081,0.01,0.14,,,0.01,0.00,0.07,,0.03,0.38,0.01,,0.06,,0.28,
214_128,081,0.06,0.25,,,0.05,0.01,0.09,0.00,0.00,0.26,0.00,,0.15,,0.13,
214_129,081,0.06,0.16,,,0.01,0.00,0.06,,0.00,0.26,0.01,,0.09,,0.33,0.00
214_130,081,,0.17,,,0.02,0.00,0.09,,0.00,0.34,0.00,,0.01,,0.36,0.01
214_130,083,,,,,,,,,,0.65,,,0.00,,0.34,
214_131,081,0.01,0.04,,,,,0.05,,,0.46,,,0.01,,0.42,0.00
214_131,083,0.00,0.06,,,0.01,0.00,0.06,,,0.50,,,0.07,,0.29,0.01
214_132,083,0.00,0.00,,,0.01,0.00,0.11,,,0.35,,,0.06,,0.45,0.00
214_133,083,0.01,,,0.01,0.19,0.18,0.20,,0.00,0.21,,0.00,0.02,,0.17,0.00
214_134,083,0.01,0.00,,0.01,0.28,0.23,0.20,0.00,,0.17,0.00,,0.00,,0.09,
214_135,083,0.03,,,0.02,0.14,0.16,0.26,0.00,,0.13,,,0.01,,0.26,
214_136,083,0.08,,,0.01,0.21,0.26,0.18,,0.00,0.08,,,,,0.19,
214_137,083,0.01,,,0.00,0.09,0.01,0.36,0.00,0.01,0.13,0.02,0.00,,,0.36,
214_138,083,0.00,,,,,,0.00,,0.00,0.00,0.00,,,,0.99,
214_139,083,,,,,,,0.00,,0.05,0.02,0.00,,,,0.93,
214_139,090,,,,,,,0.07,,0.00,0.05,,,,,0.87,
214_140,083,0.00,,,,0.00,,0.02,,0.03,0.01,0.00,,,,0.93,
214_140,090,,,,,0.00,,0.03,,0.01,0.01,0.00,,,,0.95,
214_141,083,0.00,,,,0.00,,0.02,,0.03,0.00,0.00,,,,0.95,0.00
214_141,090,,,,,,,0.05,,0.05,0.03,,,,,0.86,
214_142,083,0.00,,,,0.00,,0.02,,0.16,0.01,0.01,,,,0.78,
214_143,083,0.00,,,,,,,,0.24,0.03,0.03,,,,0.70,0.00
214_143,090,,,,,,,,,,,0.50,,,,0.50,
214_144,083,0.00,,,,,,0.01,,0.25,0.02,0.03,,,,0.69,0.00
214_144,090,0.01,,,,0.00,,0.04,,0.02,0.22,0.05,,,,0.66,
214_145,083,0.01,,,,0.00,,0.05,,0.32,0.11,0.04,,,,0.48,
214_145,090,,,,,0.01,,0.09,,0.17,0.31,0.06,,,,0.37,
214_145,307,0.00,,,,,,,,0.31,0.21,0.14,,,,0.33,
214_146,090,,,,,,,,,0.19,0.23,,,,,0.58,
214_146,307,0.02,,,,,,,,0.35,0.10,0.09,,,,0.45,
214_147,307,0.04,,,,,,0.01,,0.15,0.18,0.02,,,,0.59,
214_148,307,0.02,,,,,,,,0.30,0.10,0.01,,,,0.57,
214_149,307,0.03,,,,,,0.00,,0.51,0.05,0.03,,,,0.38,
214_150,307,0.02,,0.00,,0.00,,0.00,,0.42,0.03,0.06,,,,0.47,0.00
214_151,307,,,,,0.01,,0.01,,0.49,0.01,0.08,,,,0.40,0.00
214_152,092,0.01,,,,0.02,,0.07,,0.74,,0.03,,,,0.13,
214_152,307,,,,,0.01,0.00,0.04,,0.60,0.01,0.15,,,,0.19,0.00
214_153,092,,,,,0.11,,0.04,,0.67,,0.05,,,,0.13,
214_153,307,,,0.00,,0.00,,0.04,,0.70,0.02,0.08,0.00,,,0.15,0.00
214_153,308,,,,0.20,,0.18,,,0.43,,,,,,0.20,
214_154,307,0.00,,,,0.00,0.00,0.03,,0.61,0.02,0.09,,,,0.24,
214_154,308,0.01,,,0.00,0.00,0.00,0.03,,0.34,0.07,0.06,,,,0.47,
214_155,308,0.04,,,,0.02,0.00,0.09,,0.08,0.17,0.01,,,,0.59,
214_156,100,0.03,,,,0.01,,0.09,,0.00,0.17,,,,,0.70,
214_156,308,0.00,,,,0.06,,0.17,,0.02,0.13,0.01,,,,0.61,
214_156,309,0.00,,,,0.02,0.00,0.12,0.00,0.01,0.15,0.01,,,,0.70,
214_157,100,0.02,,,,0.01,,0.12,,,0.29,,,,,0.56,
214_157,309,,,,,,,0.04,,,0.20,,,,,0.76,
214_158,100,,,,,,,,,,0.71,,,,,0.29,
214_158,309,,,,,0.01,,0.06,,,0.02,,,,,0.92,
214_159,309,,,,,0.13,0.01,0.18,,,0.01,,,,,0.67,
214_160,309,0.00,,,,0.17,0.00,0.17,,,0.02,,,,,0.64,
214_161,309,,,0.00,,0.17,0.01,0.15,,,0.04,,,,,0.63,
214_162,309,0.00,,,,0.42,0.01,0.11,,,0.09,,,,,0.36,0.00
214_163,309,0.03,,,,0.37,0.01,0.06,,,0.18,,,,,0.36,
214_164,309,0.09,0.02,,,0.04,0.00,0.09,,,0.11,,0.00,0.01,,0.64,
214_165,309,0.00,,,,0.00,,0.02,,0.00,0.09,,,,,0.88,
214_165,319,0.00,,,,,,,,,0.08,,,,,0.92,
214_166,309,,,,,,,,,,0.24,,,,,0.76,
214_166,319,0.01,,,,0.00,,0.02,,0.00,0.37,,,,,0.60,
214_167,319,0.05,,,,0.00,,0.02,,0.00,0.57,0.00,,,,0.36,
214_168,319,0.06,,,,,,0.02,,0.03,0.40,0.00,,,,0.50,
214_169,309,0.04,,,,,,,,0.00,0.50,,,,,0.45,
214_169,319,0.08,,,,,,,,0.12,0.12,0.01,,,,0.67,
214_170,319,0.00,,,,0.02,,0.01,,0.00,0.15,0.00,,,,0.82,
214_171,319,0.09,0.00,,0.00,0.02,,0.01,,0.00,0.03,,,,,0.84,
214_172,319,0.12,0.00,,,0.01,,0.00,,,0.04,,,,,0.83,
214_173,319,0.21,,,,0.02,0.01,0.01,,,0.01,,,,,0.73,0.01
214_174,319,0.33,,,,0.00,0.00,0.00,,0.00,0.01,,,,,0.66,
214_174,320,0.25,,,,,,,,,,,,,,0.75,
214_175,319,0.03,,,,,,,,,,,,,,0.97,
214_175,320,0.10,,,,,,,,,,,,,,0.90,
214_176,320,0.02,,,,,,,,,,,,,,0.98,
214_177,320,0.03,,,,0.00,,0.01,,,,,,,,0.96,
214_178,320,0.01,,,,,,0.03,,,,,,,,0.96,
214_179,320,0.00,,,,0.00,,0.06,,,,,,,,0.94,
214_180,320,0.01,,,,0.00,,0.09,,,,,,,,0.91,
214_180,322,0.02,,,,0.00,,0.11,,,,,,,,0.88,
214_181,322,0.03,,,,,,0.02,,,,,,,,0.95,
214_182,322,0.04,,,,,,,,,,,,,,0.96,
214_182,323,0.10,,,,0.00,,0.01,,,,,,,,0.89,
214_183,323,0.22,,,,,,,,,,,,,,0.78,
214_184,323,0.22,,,,,,,,,,,,,,0.78,
214_185,323,0.64,,,,,,,,,,,,,,0.36,
214_186,323,0.70,,,,,,,,,,,,,,0.30,
214_186,325,0.65,,,,,,,,,,,,,,0.35,
214_187,325,0.96,,,,,,,,,,,,,,0.04,
214_188,325,0.96,,,,,,,,,,,,,,0.04,
214_189,325,0.98,,,,,,,,,,,,,,0.02,
214_190,325,0.44,,,,,,,,,,,,,,0.56,
214_190,328,0.01,,,,,,,,,,,,,,0.99,
214_191,325,0.01,,,,,,,,,,,,,,0.99,
214_191,327,0.47,,,,,,,,,,,,,,0.53,
214_191,328,0.15,,,,,,,,,,,,,,0.85,
214_192,327,0.02,,,,,,,,,,,,,,0.98,
214_192,328,,,,,,,,,,,,,,,1.00,
214_193,327,0.00,,,,,,,,,,,,,,1.00,
214_193,328,,,,,,,,,,,,,,,1.00,
214_194,327,0.01,,,,,,,,,,,,,,0.99,
214_194,328,,,,,,,,,,,,,,,1.00,
214_195,327,0.00,,,,,,,,,,,,,,1.00,
214_195,328,,,,,,,,,,,,,,,1.00,
214_196,327,,,,,,,,,,,,,,,1.00,
214_196,328,0.02,,,,,,,,,,,,,,0.98,
214_197,328,0.07,,,,,,,,,,,,,,0.93,
214_198,328,0.19,,,,,,,,,,,,,,0.81,
214_199,328,0.68,,,,,,0.00,,,,,,,,0.32,
21_42,003,0.03,0.00,0.01,,0.00,,0.02,,0.26,0.09,0.00,0.01,,,0.56,
214_200,328,0.99,,,,0.01,,0.00,,,,,,,,0.00,
214_201,328,1.00,,,,,,,,,,,,,,,
214_202,328,0.96,,,,,,,,,,,,,,0.04,
214_202,331,0.89,,,,,,,,,,,,,,0.11,
214_203,328,0.93,,,,,,,,,,,,,,0.07,
214_203,331,0.83,,,,,,,,,,,,,,0.17,
214_204,331,0.97,,,,,,,,,,,,,,0.03,
214_205,331,0.96,,,,,,,,,,,,,,0.04,
214_206,331,0.96,,,,,,,,,,,,,,0.04,
214_207,331,1.00,,,,,,,,,,,,,,0.00,
214_208,331,0.85,,,,,,,,,,,,,,0.15,
214_208,332,0.46,,,,,,,,,,,,,,0.54,
214_209,331,,,,,,,,,,,,,,,1.00,
214_209,332,0.79,,,,,,,,,,,,,,0.21,
214_210,332,0.53,,,,,,,,,,,,,,0.47,
214_211,332,0.03,,,,,,,,,,,,,,0.97,
214_212,332,0.03,,,,,,,,,,,,,,0.97,
214_213,332,0.60,,,,,,,,,,,,,,0.40,
214_214,332,0.96,,,,,,,,,,,,,,0.04,
214_215,332,0.15,,,,,,,,,,,,,,0.85,
214_216,332,,,,,,,,,,,,,,,1.00,
214_217,332,,,,,,,,,,,,,,,1.00,
214_218,332,,,,,,,,,,,,,,,1.00,
214_218,343,,,,,,,,,,,,,,,1.00,
214_219,332,,,,,,,,,,,,,,,1.00,
214_219,343,,,,,,,,,,,,,,,1.00,
214_220,341,0.33,,,,,,,,,,,,,,0.67,
214_220,343,,,,,,,,,,,,,,,1.00,
214_221,341,0.00,,,,,,,,0.00,,,,,,1.00,
214_221,343,0.00,,,,,,,,,,,,,,1.00,
214_222,341,,,,,,,,,,,,,,,1.00,
214_222,343,0.01,,,,,,,,,,,,,,0.99,
214_223,343,0.00,,,,0.01,,0.01,,,,,,,,0.98,
214_224,343,0.01,,,,0.01,,0.01,,,0.00,,,,,0.98,
214_225,343,0.00,,,,,,,,,,,,,,1.00,
214_226,341,,,,,,,,,,,,,,,1.00,
214_226,343,,,,,,,,,0.00,,,,,,1.00,
214_227,341,,,,,,,,,,,,,,,1.00,
214_227,343,0.00,,,,,,,,,,,,,,1.00,
214_228,341,,,,,,,,,,,,,,,1.00,
214_228,343,,,,,,,,,,,,,,,1.00,
214_229,343,0.00,,,,,,,,,,,,,,1.00,
214_230,341,,,,,,,,,0.00,,,,,,1.00,
214_230,343,0.00,,,,,,,,,,,,,,1.00,
214_231,341,,,,,,,,,,,,,,,1.00,
214_231,343,,,,,,,,,,,,,,,1.00,
214_232,341,,,,,,,,,,,,,,,1.00,
214_232,343,,,,,,,,,0.00,,,,,,1.00,
214_233,343,,,,,,,,,0.01,,0.00,0.06,,,0.93,0.00
214_234,341,,,,,,,,,,,,,,,1.00,
214_234,343,0.00,,0.00,,,,,,0.01,,,,,,0.98,0.00
214_235,343,0.01,,0.00,0.00,0.01,0.01,0.01,,,,,0.05,0.01,,0.90,0.00
214_235,no data,,,,0.00,0.09,0.02,0.10,0.00,,,0.01,0.13,0.01,,0.63,0.00
214_236,343,,,,,,,,,,,,0.93,0.07,,,
214_236,no data,,,,0.01,0.10,0.04,0.02,,,,,0.06,,,0.77,
21_43,003,0.02,0.01,0.02,,0.01,,0.02,,0.32,0.11,0.01,,0.02,,0.47,0.00
21_44,003,0.02,,0.00,,0.00,0.00,,,0.58,0.09,0.00,,,,0.30,
21_45,003,0.01,,,,,,,,0.82,0.01,,0.00,,,0.16,
21_45,007,0.01,,,,,,,,0.53,0.09,,,,,0.37,
21_46,003,0.11,,,,,,,,0.81,0.01,,0.00,,,0.07,
21_46,007,0.19,,,,,,,,0.39,0.11,,,,,0.31,
21_47,004,0.08,,,,,,,,0.75,0.03,,,,,0.14,
21_47,007,0.02,,,,0.00,,,,0.80,0.01,,0.00,,,0.16,
21_48,004,0.21,,0.00,,,,,,0.66,0.03,,,,,0.10,
21_48,007,0.16,,0.00,,0.01,,,,0.68,0.02,,,,,0.14,
21_49,004,0.19,,,,,,,,0.70,0.03,,0.01,,,0.08,
21_49,007,1.00,,,,,,,,,,,,,,,
21_49,136,0.27,,,,,,,,0.44,0.04,,,,,0.25,
2_14,no data,0.00,,0.05,,,,,0.00,0.72,0.01,0.14,,0.03,,0.05,
21_50,004,,,,,,,,,0.99,,,,,,0.01,
21_50,136,0.01,,0.01,,,,,0.00,0.71,0.03,0.02,,,,0.22,
2_15,014,0.00,,0.00,,,,0.06,,0.60,0.05,0.20,,,,0.08,
215_111,075,,,,,0.38,0.42,0.11,0.07,,0.01,,0.02,,,,
215_111,no data,,,,,0.00,0.00,,,,,,1.00,,,,
215_112,075,,0.22,0.00,0.01,0.27,0.22,0.16,,0.01,0.06,0.03,0.00,0.00,,0.02,0.00
215_112,no data,,,,,0.01,0.00,0.00,,,,,0.99,,,,
215_113,075,,0.32,,,0.01,0.00,0.15,,0.10,0.05,0.16,,0.00,,0.19,0.00
215_113,081,0.00,0.11,,,0.09,0.03,0.12,,0.04,0.14,0.05,,,,0.42,
21_51,136,0.00,0.00,0.00,0.00,0.10,0.02,0.05,0.00,0.59,0.07,0.01,0.00,,,0.15,0.00
215_113,no data,,,,,0.01,0.02,0.00,,,,,0.96,,,,
215_114,075,,0.19,,,0.00,0.00,0.09,,0.06,0.00,0.32,,,,0.34,
215_114,081,0.00,0.09,,,0.00,,0.05,,0.11,0.05,0.16,,,,0.53,0.00
215_115,081,,,,,0.00,,0.06,,0.27,0.04,0.09,0.11,,,0.43,
215_116,081,0.00,0.02,,,0.03,0.00,0.09,0.01,0.14,0.06,0.06,0.23,0.00,,0.34,0.02
215_117,081,,,,,0.01,0.01,0.08,,0.19,0.08,0.08,,,,0.56,0.00
215_118,081,,0.02,,,,,0.04,,0.06,0.18,0.07,,0.00,,0.62,0.00
215_119,081,,,,,,,0.02,,0.11,0.13,0.06,,,,0.68,
215_120,081,0.00,0.00,,,0.00,,0.05,,0.04,0.27,0.02,,,,0.61,
215_121,081,,0.01,,,,,0.04,,0.03,0.13,0.02,0.00,0.00,,0.78,
215_122,081,0.00,0.19,,0.00,0.08,0.05,0.15,,0.01,0.13,0.01,,0.01,,0.36,
215_123,081,0.01,0.45,,0.00,0.02,0.00,0.15,0.01,0.01,0.06,0.01,,0.02,,0.20,0.05
215_124,081,0.04,0.69,,,0.02,0.00,0.10,0.00,0.01,0.03,0.01,0.00,0.00,,0.03,0.07
215_125,081,0.03,0.59,,,0.03,0.01,0.21,,0.01,0.03,0.01,0.00,0.02,,0.07,0.00
215_126,081,0.02,0.22,,,0.01,0.00,0.18,,0.00,0.18,0.00,,0.04,,0.30,0.05
215_127,081,0.06,0.13,,,0.00,,0.04,0.00,0.00,0.11,0.00,,0.05,,0.61,0.00
215_128,081,0.03,0.04,,,0.00,,0.04,,0.00,0.15,0.01,,0.03,,0.70,
215_129,081,0.00,,,,,,0.04,,0.02,0.30,0.02,,,,0.61,
215_130,081,,0.00,,,,,0.05,,0.02,0.19,0.01,,,,0.72,
215_131,081,0.00,,,,,,0.04,,0.01,0.35,0.01,,,,0.60,
215_131,083,0.00,,,,,,0.00,,0.02,0.25,0.02,,,,0.70,
215_131,090,,,,,,,,,,0.48,,,,,0.52,
215_132,083,,,,,,,0.01,,0.03,0.13,0.02,,,,0.81,
215_133,083,0.00,,,0.00,0.12,0.10,0.08,,0.01,0.05,0.01,,,,0.64,
215_134,083,,,,0.00,0.28,0.17,0.21,,0.02,0.05,0.01,,0.00,,0.27,
215_135,083,0.00,0.00,,0.00,0.11,0.04,0.26,,0.02,0.07,0.00,,0.01,,0.50,
215_136,083,0.01,0.00,,,0.00,,0.05,,0.04,0.04,0.01,,,,0.85,0.00
215_136,090,,,,,,,0.05,,0.00,0.04,0.02,,,,0.89,
215_137,083,,,,,0.02,0.00,0.11,,0.08,0.06,0.03,,,,0.71,
215_137,090,0.00,,,,0.01,,0.18,,0.02,0.02,0.04,,,,0.73,
215_138,083,,,,,,,0.02,,0.03,,0.01,,,,0.94,
215_138,090,,,,,,,0.05,,0.01,0.01,0.00,,,,0.93,
215_139,083,,,,,,,0.01,,0.04,0.00,,,,,0.95,
215_139,090,,,,,,,0.03,,0.06,0.00,0.01,,,,0.90,
215_140,090,,,,,,,0.02,,0.14,,0.01,,,,0.83,
215_141,083,,,,,,,,,0.57,0.01,0.06,,,,0.35,
215_141,090,,,,,,,0.03,,0.27,0.01,0.02,,,,0.66,0.00
215_142,083,,,,,,,0.02,,0.77,0.01,0.02,,,,0.18,
215_142,090,,,,,,,0.02,,0.32,0.01,0.08,,,,0.57,
215_143,083,,,,,,,0.01,,0.80,0.01,0.04,,,,0.15,
215_143,090,0.00,,,,0.00,,0.03,,0.10,0.02,0.05,,,,0.80,
215_144,090,0.00,,,,0.00,,0.03,,0.03,0.05,0.02,,,,0.86,
215_145,090,0.01,,0.00,,,,0.01,,0.20,0.18,0.07,,,,0.53,
215_146,090,0.02,,,,,,0.03,,0.25,0.18,0.05,,,,0.47,
215_146,307,,,,,,,0.01,,0.35,0.13,0.07,,,,0.43,
215_147,090,,,,,,,0.14,,0.63,0.03,,,,,0.20,
215_147,307,0.00,,,,0.00,,0.02,,0.39,0.12,0.05,,,,0.42,
215_148,307,0.01,,,,0.00,,0.02,,0.49,0.08,0.01,,,,0.38,
215_149,092,0.03,,0.00,,0.00,,0.01,,0.38,0.02,0.10,,,,0.46,
215_149,307,0.01,,,,0.00,,0.02,,0.64,0.05,0.01,,,,0.26,
215_150,092,0.02,,,,0.00,,0.06,,0.63,0.01,0.02,,,,0.26,
215_150,307,0.01,,0.00,,0.01,,0.01,,0.69,0.03,0.02,,,,0.22,
215_151,092,,,,,,,,,0.58,,0.00,,,,0.42,
215_151,307,0.00,,,,0.00,,0.04,,0.77,0.01,0.01,,,,0.17,
215_152,092,0.06,,,,0.00,,0.00,,0.46,0.03,0.02,,,,0.43,
215_152,307,0.00,,,,0.00,,0.06,,0.68,,0.00,,,,0.25,
215_153,092,,,0.00,0.00,0.00,0.00,0.01,,0.58,0.00,0.01,,,,0.40,
215_153,307,,,,,0.03,0.00,0.06,,0.62,,0.06,,,,0.22,
215_153,308,,,,0.29,0.14,0.18,0.03,,0.25,,,,,,0.12,
215_154,092,,,,,0.00,0.00,0.02,,0.54,0.01,0.01,,,,0.43,
215_154,308,,,,0.04,0.03,0.02,0.09,,0.72,0.00,0.02,,,,0.08,0.00
215_155,092,,,,,,,0.03,,0.97,,,,,,,
215_155,100,,,,,,,,,0.13,,0.42,,,,0.45,
215_155,308,0.01,,,,0.05,0.01,0.15,0.00,0.51,0.01,0.08,,,,0.17,
215_156,100,0.02,,,,0.00,,0.02,,0.20,0.07,0.05,,,,0.64,
215_156,308,,,,,0.03,0.01,0.06,,0.43,0.02,0.04,,,,0.40,
215_156,309,0.01,,,,,,,,0.25,0.08,0.07,,,,0.58,
215_157,100,0.01,,,,0.01,,0.08,,0.01,0.10,0.01,,,,0.78,
215_157,309,,,,,,,,,,,,,,,1.00,
215_158,100,0.00,,,,0.01,,0.03,,,0.10,0.00,,,,0.86,
215_158,309,,,,,,,0.03,,,0.00,,,,,0.97,
215_159,100,0.00,,,,0.03,0.00,0.12,,,0.08,,,,,0.77,
215_159,309,,,,,0.05,0.00,0.10,,,0.01,,,,,0.84,
215_160,100,,,,,,,0.02,,,0.12,,,,,0.86,
215_160,309,0.00,,,,0.04,0.00,0.13,,,0.14,,,,,0.70,
215_161,309,0.02,,,,0.01,0.00,0.03,,,0.22,,,,,0.71,
215_162,309,0.00,,,,,,0.01,,,0.39,,0.00,,,0.59,0.00
215_163,309,0.00,,,,0.00,,0.00,0.00,,0.42,,0.00,,,0.56,0.01
215_164,309,0.11,0.01,0.01,,0.01,0.00,0.03,0.01,0.00,0.31,0.00,,,,0.50,0.01
215_165,309,0.13,,,,,,0.00,,,0.53,0.00,,,,0.33,
215_166,309,0.08,,,,,,,,0.00,0.56,0.00,,,,0.36,
215_166,319,0.01,,,,,,,,,0.42,,,,,0.58,
215_167,309,0.01,,,,,,0.00,,0.01,0.45,,,,,0.52,
215_167,319,,,,,,,0.01,,0.00,0.38,0.00,,,,0.61,
215_168,309,0.00,,,,0.00,,0.02,,0.06,0.29,0.00,,,,0.64,
215_168,319,,,,,,,0.03,,0.01,0.26,,,,,0.71,
215_169,309,0.00,,,,0.00,,0.01,,0.04,0.10,,,,,0.86,
215_169,319,0.06,,,,0.00,,0.00,,0.42,0.10,0.01,,,,0.41,
215_170,309,,,,,0.01,,0.02,,0.22,0.01,0.01,,,,0.74,
215_170,319,0.03,,,,0.00,,0.00,,0.37,0.12,0.01,,,,0.47,
215_171,309,0.01,,,,0.01,,0.01,,0.35,0.03,0.07,,,,0.52,
215_171,319,0.14,,,,0.00,,0.00,,0.39,0.07,0.01,,,,0.38,
215_172,100,,,,,,,,,0.31,,,,,,0.69,
215_172,309,,,,,0.01,,0.01,,0.45,0.00,0.21,,,,0.31,
215_172,319,0.16,,,,,0.00,,,0.41,0.04,0.04,,,,0.35,
215_173,319,0.17,,,,0.02,0.01,0.01,,0.38,0.03,0.01,,,,0.37,
215_173,320,,,,,,,,,0.05,0.35,0.04,,,,0.57,
215_174,319,0.26,,,,0.00,0.00,,,0.10,0.03,0.00,,,,0.60,
215_174,320,0.27,,,,0.00,0.00,0.00,,0.05,0.12,,,,,0.55,
215_175,320,0.27,,,,,,,,0.01,0.03,,,,,0.68,
215_176,320,0.04,,,,,,,,0.00,0.04,,,,,0.92,
215_177,320,0.00,,,,,,,,,0.00,,,,,1.00,
215_178,320,0.00,,,,,,0.00,,,,,,,,1.00,
215_179,320,0.00,,,,,,0.03,,,,,,,,0.97,
215_180,320,,,,,,,0.02,,,,,,,,0.98,
215_180,322,,,,,,,0.03,,,,,,,,0.97,
215_181,322,0.01,,,,,,0.02,,,,,,,,0.98,
215_181,323,0.01,,,,0.00,,0.02,,,,,,,,0.97,
215_182,322,,,,,,,,,,,,,,,1.00,
215_182,323,0.03,,,,,,0.10,,,,,,,,0.87,
215_183,323,0.06,,,,,,0.00,,,,,,,,0.94,
215_184,323,0.08,,,,,,,,,,,,,,0.92,
215_185,323,0.36,,,,,,,,,,,,,,0.64,
215_186,323,0.42,,,,,,,,,,,,,,0.58,
215_186,325,0.68,,,,,,,,,,,,,,0.32,
215_187,325,0.85,,,,,,,,,,,,,,0.15,
215_188,325,0.71,,,,,,0.00,,,,,,,,0.29,
215_189,325,0.72,,,0.01,0.00,0.00,0.01,,,0.00,,,,,0.26,
215_190,325,0.73,,,,,,,,,,,,,,0.27,
215_191,325,0.11,,,,,,,,,,,,,,0.89,
215_191,327,0.32,,,,,,,,,,,,,,0.68,
215_192,327,0.31,,,,,,,,,,,,,,0.69,
215_193,327,0.02,,,,,,,,,,,,,,0.98,
215_194,327,0.09,,,,,,,,,,,,,,0.91,
215_195,327,0.03,,,,,,,,,,,,,,0.97,
